Member_number,Date,itemDescription,Cost,Date_Numeric_value
2641,20-Jul-14,soda,6,41840
2581,02-Aug-14,canned beer,3.5,41853
2030,06-Sep-14,shopping bags,0.8,41888
2024,21-Jul-14,dessert,10,41841
1729,19-Apr-14,newspapers,2,41748
2331,08-Apr-14,tropical fruit,4,41737
1890,12-Sep-14,roll products ,8,41894
4579,10-May-14,butter,1.5,41769
3140,03-Aug-14,salty snack,5,41854
4492,24-Apr-14,brown bread,0.8,41753
3537,26-Mar-14,coffee,15,41724
3581,23-Oct-14,frozen meals,5,41935
4924,19-Jan-14,pastry,5,41658
2589,11-Apr-14,spices,7,41740
3302,22-Jun-14,hygiene articles,4,41812
4566,13-Apr-14,white bread,0.4,41742
2758,30-Jan-14,napkins,5,41669
4790,07-Sep-14,candy,10,41889
4178,18-Dec-14,bottled beer,30,41991
2051,01-May-14,flour,20,41760
1647,20-Nov-14,specialty chocolate,20,41963
2778,15-May-14,soda,6,41774
1651,23-Mar-14,soda,6,41721
3760,11-Sep-14,yogurt,1.65,41893
4511,15-Sep-14,soda,6,41897
4674,31-May-14,bottled water,2,41790
3684,20-Jul-14,napkins,5,41840
3094,26-Jun-14,cream cheese ,18,41816
2726,02-Aug-14,cream cheese ,18,41853
4897,25-Nov-14,coffee,15,41968
3408,07-Apr-14,root vegetables,7,41736
4294,03-Mar-14,domestic eggs,4,41701
4404,29-Apr-14,root vegetables,7,41758
3692,01-Feb-14,frozen dessert,7,41671
2370,27-Jul-14,chewing gum,2,41847
2137,25-Apr-14,canned vegetables,7,41754
4272,22-Jul-14,pastry,5,41842
3042,11-Jul-14,rolls/buns,1,41831
2974,02-Sep-14,pastry,5,41884
1967,03-Nov-14,fruit/vegetable juice,10,41946
1208,03-Aug-14,soft cheese,8,41854
2436,27-Nov-14,newspapers,2,41970
3379,10-Dec-14,roll products ,8,41983
3148,25-Oct-14,shopping bags,0.8,41937
2831,25-May-14,fruit/vegetable juice,10,41784
1796,06-Aug-14,chocolate,5,41857
4729,27-Dec-14,shopping bags,0.8,42000
3308,05-Nov-14,tea,6,41948
3848,04-Jan-14,chocolate marshmallow,21,41643
1641,09-Feb-14,cream cheese ,18,41679
1279,28-Apr-14,pastry,5,41757
3495,03-Sep-14,pastry,5,41885
4484,23-Apr-14,shopping bags,0.8,41752
4578,13-Aug-14,white bread,0.4,41864
1027,22-Sep-14,rolls/buns,1,41904
2388,28-Aug-14,salty snack,5,41879
4762,08-Jul-14,pastry,5,41828
4687,13-Jun-14,soda,6,41803
1965,02-Jan-14,chewing gum,2,41641
3246,04-Oct-14,yogurt,1.65,41916
2541,14-Jan-14,soda,6,41653
4363,24-Dec-14,long life bakery product,6,41997
4143,07-Mar-14,mustard,8,41705
2038,04-Feb-14,pastry,5,41674
1865,06-Jun-14,bottled beer,30,41796
1003,27-Feb-14,rolls/buns,1,41697
3358,09-Sep-14,cream cheese ,18,41891
4782,30-Oct-14,margarine,5,41942
4952,15-Jul-14,sugar,15,41835
4042,26-Jul-14,frozen dessert,7,41846
2907,02-Sep-14,candy,10,41884
4693,29-Mar-14,bottled beer,30,41727
1980,12-Sep-14,domestic eggs,4,41894
4217,27-Jul-14,dishes,6,41847
4106,21-Sep-14,pastry,5,41903
4137,12-Sep-14,shopping bags,0.8,41894
2862,02-Jun-14,kitchen towels,4,41792
4115,07-May-14,shopping bags,0.8,41766
3394,22-Nov-14,yogurt,1.65,41965
2729,22-May-14,soft cheese,8,41781
1949,18-Oct-14,semi-finished bread,2,41930
4832,28-Aug-14,shopping bags,0.8,41879
1276,07-Jun-14,dessert,10,41797
3584,20-Jul-14,frozen fish,15,41840
2958,17-Dec-14,bottled water,2,41990
4061,04-Jul-14,dish cleaner,8,41824
3568,13-Aug-14,beverages,35,41864
1680,15-May-14,pet care,20,41774
1588,19-Jul-14,root vegetables,7,41839
2923,02-Nov-14,yogurt,1.65,41945
4751,02-Mar-14,butter,1.5,41700
1633,05-Jul-14,ready soups,7,41825
2235,13-Oct-14,frozen vegetables,10,41925
1466,09-Apr-14,rolls/buns,1,41738
3520,12-May-14,sliced cheese,4,41771
3090,07-Jun-14,newspapers,2,41797
2341,22-Dec-14,rolls/buns,1,41995
2140,06-Oct-14,whole milk,2,41918
1017,14-Oct-14,brown bread,0.8,41926
2177,19-Aug-14,soups,7,41870
3129,02-Jun-14,coffee,15,41792
4299,21-Oct-14,seasonal products,14,41933
1294,24-Jun-14,white wine,35,41814
2851,16-Jan-14,rolls/buns,1,41655
3948,08-Apr-14,whipped/sour cream,7,41737
2047,28-Apr-14,waffles,6,41757
1910,26-Feb-14,margarine,5,41696
2834,01-Aug-14,sliced cheese,4,41852
1561,15-May-14,sugar,15,41774
1552,09-Jan-14,rolls/buns,1,41648
3353,10-May-14,soda,6,41769
1646,17-Jun-14,white bread,0.4,41807
1554,31-Jan-14,hygiene articles,4,41670
1622,17-May-14,misc. beverages,20,41776
3575,03-May-14,butter,1.5,41762
4396,20-Mar-14,roll products ,8,41718
4858,14-Jan-14,detergent,10,41653
1012,22-Jun-14,frozen vegetables,10,41812
4137,21-Dec-14,fruit/vegetable juice,10,41994
1342,14-Feb-14,napkins,5,41684
2573,21-Jan-14,pastry,5,41660
4437,13-Nov-14,other vegetables,5,41956
2175,23-May-14,pastry,5,41782
3879,18-Aug-14,brown bread,0.8,41869
4378,05-Oct-14,vinegar,6,41917
4721,01-Jul-14,processed cheese,12,41821
2138,01-Oct-14,bottled water,2,41913
4673,10-Dec-14,bottled water,2,41983
1806,20-Jun-14,whipped/sour cream,7,41810
2924,27-Mar-14,sliced cheese,4,41725
4201,21-Oct-14,rolls/buns,1,41933
2763,31-May-14,shopping bags,0.8,41790
3101,21-May-14,fruit/vegetable juice,10,41780
1235,26-May-14,butter,1.5,41785
4715,04-Sep-14,specialty fat,4,41886
4684,11-Jul-14,oil,5,41831
4840,15-Apr-14,whole milk,2,41744
3137,29-Nov-14,newspapers,2,41972
2121,22-Apr-14,soda,6,41751
3054,17-Jan-14,semi-finished bread,2,41656
3156,02-Jan-14,whipped/sour cream,7,41641
3965,21-Sep-14,yogurt,1.65,41903
2011,20-Jan-14,whipped/sour cream,7,41659
2184,19-May-14,shopping bags,0.8,41778
3777,26-Feb-14,waffles,6,41696
2199,30-Jan-14,coffee,15,41669
1983,02-Oct-14,margarine,5,41914
2806,21-Jan-14,newspapers,2,41660
3657,28-Jul-14,pastry,5,41848
1606,05-Aug-14,butter,1.5,41856
4211,22-Mar-14,rolls/buns,1,41720
3822,04-Sep-14,frozen vegetables,10,41886
2868,02-Apr-14,soda,6,41731
4674,15-May-14,dishes,6,41774
1130,18-Aug-14,yogurt,1.65,41869
3530,18-Jun-14,frozen meals,5,41808
1998,22-Feb-14,whipped/sour cream,7,41692
1174,19-Nov-14,baking powder,3,41962
1070,05-Nov-14,cream cheese ,18,41948
1654,10-Aug-14,cream cheese ,18,41861
4104,05-Nov-14,domestic eggs,4,41948
3113,06-Jan-14,hygiene articles,4,41645
3911,24-Mar-14,mayonnaise,4,41722
1057,05-Mar-14,salty snack,5,41703
1618,17-Nov-14,cream cheese ,18,41960
3385,04-May-14,UHT-milk,8,41763
3462,04-Feb-14,pet care,20,41674
1773,18-Dec-14,bottled water,2,41991
4202,28-Feb-14,popcorn,5,41698
2258,05-Mar-14,yogurt,1.65,41703
3474,26-Nov-14,newspapers,2,41969
2421,06-May-14,other vegetables,5,41765
3722,05-Jul-14,butter,1.5,41825
4894,23-Sep-14,dishes,6,41905
3514,23-Jul-14,soda,6,41843
3807,02-Mar-14,cat food,8,41700
2660,20-Mar-14,bottled water,2,41718
1419,17-May-14,flour,20,41776
2271,30-Sep-14,frozen dessert,7,41912
3188,08-May-14,fruit/vegetable juice,10,41767
1598,25-Apr-14,cream cheese ,18,41754
1337,06-Aug-14,cling film/bags,1,41857
4740,10-Oct-14,rolls/buns,1,41922
3275,04-Dec-14,yogurt,1.65,41977
2832,30-May-14,specialty chocolate,20,41789
1609,02-Jul-14,soft cheese,8,41822
2627,17-May-14,liquor (appetizer),19,41776
4285,17-Aug-14,pastry,5,41868
3418,27-Nov-14,beverages,35,41970
4732,03-Dec-14,soda,6,41976
3442,16-Nov-14,canned fish,6,41959
3946,26-Dec-14,salt,2,41999
2990,30-Mar-14,rolls/buns,1,41728
3225,15-Jul-14,bottled beer,30,41835
1494,23-Nov-14,pip fruit,3,41966
3549,06-Dec-14,frozen meals,5,41979
3384,23-Sep-14,rolls/buns,1,41905
3746,03-Jan-14,meat spreads,14,41642
3603,13-Aug-14,white bread,0.4,41864
2120,30-May-14,butter,1.5,41789
2065,20-Oct-14,soda,6,41932
1285,27-Oct-14,pastry,5,41939
3835,08-May-14,pastry,5,41767
2160,15-Jan-14,margarine,5,41654
4995,02-Jun-14,mayonnaise,4,41792
1970,29-Jan-14,citrus fruit,3,41668
2043,07-Jul-14,shopping bags,0.8,41827
3487,09-Jan-14,rolls/buns,1,41648
2524,17-Oct-14,domestic eggs,4,41929
2045,10-Feb-14,soda,6,41680
2445,31-May-14,tropical fruit,4,41790
4616,31-Jan-14,pastry,5,41670
2195,08-Mar-14,canned beer,3.5,41706
1883,31-May-14,dishes,6,41790
2083,21-Oct-14,brown bread,0.8,41933
4576,21-Nov-14,dessert,10,41964
4464,11-Apr-14,oil,5,41740
3925,26-Jul-14,bottled water,2,41846
4450,31-Oct-14,bottled beer,30,41943
1059,11-Jun-14,dessert,10,41801
4113,14-Mar-14,root vegetables,7,41712
4154,26-Jul-14,frozen fish,15,41846
2490,19-Apr-14,white bread,0.4,41748
1551,28-Apr-14,mayonnaise,4,41757
1275,06-Nov-14,rolls/buns,1,41949
3935,19-Oct-14,rolls/buns,1,41931
3487,25-Oct-14,pip fruit,3,41937
3986,08-Sep-14,oil,5,41890
3282,26-Oct-14,kitchen towels,4,41938
4488,20-Oct-14,ice cream,15,41932
4946,03-Apr-14,yogurt,1.65,41732
4081,16-Apr-14,chocolate marshmallow,21,41745
1603,16-Mar-14,flour,20,41714
1107,13-Aug-14,whole milk,2,41864
2272,25-Jul-14,yogurt,1.65,41845
4705,12-Apr-14,female sanitary products,5,41741
1811,16-Aug-14,long life bakery product,6,41867
2772,03-Aug-14,whipped/sour cream,7,41854
4412,09-Dec-14,specialty chocolate,20,41982
1219,02-Oct-14,canned beer,3.5,41914
4435,17-Oct-14,domestic eggs,4,41929
2715,28-Jan-14,newspapers,2,41667
2121,03-Nov-14,chocolate,5,41946
2802,27-Apr-14,chocolate,5,41756
1741,19-Jul-14,margarine,5,41839
4278,03-Jul-14,soda,6,41823
1634,10-Feb-14,fruit/vegetable juice,10,41680
3856,08-Feb-14,yogurt,1.65,41678
3029,19-Oct-14,vinegar,6,41931
3361,23-Jun-14,softener,10,41813
4613,17-Jul-14,fruit/vegetable juice,10,41837
1805,11-Nov-14,soda,6,41954
2147,02-May-14,soda,6,41761
1864,29-Apr-14,domestic eggs,4,41758
2789,19-Sep-14,flour,20,41901
2296,12-Jun-14,domestic eggs,4,41802
1526,11-May-14,sugar,15,41770
4951,10-May-14,newspapers,2,41769
3809,11-May-14,red/blush wine,10,41770
2685,06-Dec-14,rolls/buns,1,41979
1107,22-Jul-14,rolls/buns,1,41842
4264,20-Jul-14,soft cheese,8,41840
4974,05-Nov-14,root vegetables,7,41948
1081,11-Feb-14,beverages,35,41681
1111,07-May-14,other vegetables,5,41766
4683,30-Jun-14,oil,5,41820
2835,21-Nov-14,rolls/buns,1,41964
4123,07-Jul-14,bottled water,2,41827
1613,02-Aug-14,whole milk,2,41853
3361,14-Jan-14,white wine,35,41653
3425,02-Jul-14,pastry,5,41822
3617,02-Aug-14,brown bread,0.8,41853
4669,05-Aug-14,specialty chocolate,20,41856
1922,02-Jul-14,bottled water,2,41822
2947,03-Mar-14,bottled water,2,41701
3953,13-May-14,red/blush wine,10,41772
1169,15-Apr-14,napkins,5,41744
4192,17-Feb-14,whole milk,2,41687
1239,02-Aug-14,roll products ,8,41853
3041,18-Feb-14,pastry,5,41688
2520,16-Jan-14,canned fruit,10,41655
2426,12-Sep-14,root vegetables,7,41894
1235,05-Nov-14,dog food,25,41948
3799,17-Sep-14,whipped/sour cream,7,41899
1124,05-Mar-14,bottled beer,30,41703
3035,16-Apr-14,male cosmetics,20,41745
4832,18-Dec-14,specialty bar,3,41991
2394,24-Feb-14,whipped/sour cream,7,41694
4185,20-Nov-14,rolls/buns,1,41963
1832,01-Sep-14,spread cheese,8,41883
2666,11-Apr-14,frozen vegetables,10,41740
4686,24-Nov-14,whipped/sour cream,7,41967
2120,21-Jan-14,soda,6,41660
1186,09-Feb-14,soda,6,41679
2377,13-Feb-14,pastry,5,41683
3675,13-Jul-14,butter milk,1.65,41833
3466,31-May-14,rolls/buns,1,41790
4211,02-May-14,rolls/buns,1,41761
2832,04-Aug-14,curd,3,41855
4811,12-Sep-14,bottled water,2,41894
3619,21-Dec-14,cat food,8,41994
1722,13-Oct-14,butter,1.5,41925
1681,20-Apr-14,butter,1.5,41749
4097,14-Jul-14,other vegetables,5,41834
3878,19-Apr-14,misc. beverages,20,41748
4983,21-Jun-14,root vegetables,7,41811
3100,11-Aug-14,margarine,5,41862
1680,10-Dec-14,specialty bar,3,41983
2041,10-Sep-14,dessert,10,41892
3006,06-Jan-14,waffles,6,41645
1445,23-Jan-14,pip fruit,3,41662
2920,03-Dec-14,canned beer,3.5,41976
3495,22-Oct-14,domestic eggs,4,41934
4401,09-Oct-14,bottled water,2,41921
1219,03-Jul-14,red/blush wine,10,41823
4331,25-May-14,coffee,15,41784
2881,01-Jun-14,butter milk,1.65,41791
2475,02-Jan-14,roll products ,8,41641
1171,04-Sep-14,brown bread,0.8,41886
2137,19-Jan-14,UHT-milk,8,41658
1180,02-Feb-14,frozen potato products,2,41672
2679,14-Nov-14,yogurt,1.65,41957
2025,04-Sep-14,cat food,8,41886
2394,20-May-14,canned beer,3.5,41779
1472,05-Nov-14,yogurt,1.65,41948
2197,06-Jul-14,long life bakery product,6,41826
4824,19-Jun-14,cream,12,41809
2322,19-Jan-14,sweet spreads,14,41658
4639,22-Nov-14,butter milk,1.65,41965
3544,13-Jul-14,house keeping products,10,41833
1256,17-Jun-14,tea,6,41807
2456,15-Mar-14,pastry,5,41713
3728,28-Oct-14,whipped/sour cream,7,41940
2619,12-Jan-14,shopping bags,0.8,41651
1010,10-Apr-14,kitchen towels,4,41739
4264,18-Feb-14,newspapers,2,41688
2576,10-Jul-14,napkins,5,41830
3718,30-Mar-14,candles,6,41728
1950,11-Oct-14,rolls/buns,1,41923
4520,01-Mar-14,mustard,8,41699
1353,22-Dec-14,whipped/sour cream,7,41995
4194,19-Nov-14,pastry,5,41962
3095,26-Nov-14,rolls/buns,1,41969
1130,01-Nov-14,margarine,5,41944
4796,08-Jan-14,curd,3,41647
2710,18-Dec-14,soda,6,41991
3548,03-Dec-14,other vegetables,5,41976
3558,09-Nov-14,canned fish,6,41952
4474,02-Apr-14,butter milk,1.65,41731
3878,27-Nov-14,frozen potato products,2,41970
1221,15-Nov-14,sugar,15,41958
1009,24-Jan-14,canned fish,6,41663
1169,05-Jun-14,napkins,5,41795
3959,03-Dec-14,sparkling wine,25,41976
2355,29-Dec-14,whole milk,2,42002
2845,26-Nov-14,sliced cheese,4,41969
2320,15-Mar-14,newspapers,2,41713
4169,30-Mar-14,frozen vegetables,10,41728
4800,14-Mar-14,soda,6,41712
3972,09-Oct-14,soda,6,41921
4322,25-Jul-14,misc. beverages,20,41845
3459,04-Dec-14,white bread,0.4,41977
2654,07-Apr-14,misc. beverages,20,41736
3113,11-Oct-14,soda,6,41923
1456,26-May-14,whipped/sour cream,7,41785
3947,05-Dec-14,cocoa drinks,16,41978
2230,14-Nov-14,processed cheese,12,41957
4133,04-Aug-14,white wine,35,41855
1761,05-Apr-14,shopping bags,0.8,41734
2958,11-Mar-14,soda,6,41709
4923,03-Apr-14,potato products,2,41732
4412,11-Mar-14,root vegetables,7,41709
3368,19-Nov-14,white wine,35,41962
1307,03-Oct-14,pastry,5,41915
4793,25-Nov-14,bottled water,2,41968
1080,02-Nov-14,canned beer,3.5,41945
4693,04-Jun-14,bottled beer,30,41794
4167,28-Aug-14,detergent,10,41879
3474,31-Jan-14,fruit/vegetable juice,10,41670
3945,15-Oct-14,margarine,5,41927
3499,14-Oct-14,hard cheese,14,41926
1753,05-Jun-14,cream cheese ,18,41795
2524,31-Mar-14,rolls/buns,1,41729
1105,14-Jun-14,other vegetables,5,41804
2581,26-May-14,bottled water,2,41785
3793,10-Dec-14,canned fruit,10,41983
1690,30-May-14,brown bread,0.8,41789
3496,20-Dec-14,margarine,5,41993
4526,27-Sep-14,sugar,15,41909
4129,02-Apr-14,waffles,6,41731
1761,29-Oct-14,pudding powder,9,41941
3498,16-Aug-14,coffee,15,41867
2656,31-Mar-14,margarine,5,41729
4262,03-Mar-14,domestic eggs,4,41701
3289,24-Jan-14,other vegetables,5,41663
1679,23-Oct-14,rolls/buns,1,41935
2594,06-Jan-14,soft cheese,8,41645
4538,18-Jun-14,coffee,15,41808
4941,25-Oct-14,white bread,0.4,41937
4564,06-Jul-14,shopping bags,0.8,41826
4290,04-Sep-14,ice cream,15,41886
2202,02-Jan-14,coffee,15,41641
2343,19-Aug-14,candles,6,41870
2209,25-Aug-14,napkins,5,41876
1404,02-Oct-14,long life bakery product,6,41914
3914,12-Nov-14,rolls/buns,1,41955
4065,06-May-14,bottled beer,30,41765
4220,04-Aug-14,sliced cheese,4,41855
1074,08-May-14,oil,5,41767
2434,09-Dec-14,detergent,10,41982
2633,28-Jul-14,long life bakery product,6,41848
1143,18-Nov-14,oil,5,41961
3767,22-Jun-14,sweet spreads,14,41812
2661,28-Aug-14,rolls/buns,1,41879
2093,24-Dec-14,whipped/sour cream,7,41997
2696,23-Nov-14,dishes,6,41966
2927,13-Jan-14,rolls/buns,1,41652
4003,21-Dec-14,shopping bags,0.8,41994
3451,08-Jan-14,soda,6,41647
1750,16-Jun-14,shopping bags,0.8,41806
1085,25-May-14,yogurt,1.65,41784
2034,28-Jun-14,shopping bags,0.8,41818
4676,21-Feb-14,margarine,5,41691
4132,02-Dec-14,Instant food products,16,41975
2822,16-Jun-14,shopping bags,0.8,41806
3645,31-May-14,chocolate,5,41790
1446,26-Mar-14,pasta,10,41724
2222,22-Feb-14,cling film/bags,1,41692
4426,04-Aug-14,oil,5,41855
1854,30-Sep-14,newspapers,2,41912
4645,05-Feb-14,oil,5,41675
2674,03-Sep-14,soda,6,41885
1369,01-Dec-14,sugar,15,41974
4325,19-Jul-14,chocolate,5,41839
4335,28-Jun-14,fruit/vegetable juice,10,41818
2642,09-Jan-14,long life bakery product,6,41648
1318,15-Feb-14,mustard,8,41685
1062,08-May-14,white bread,0.4,41767
4131,20-Mar-14,napkins,5,41718
3793,13-Nov-14,fruit/vegetable juice,10,41956
2618,06-Sep-14,soda,6,41888
4090,03-Jun-14,specialty bar,3,41793
1480,05-May-14,shopping bags,0.8,41764
4078,21-Jun-14,soda,6,41811
2817,19-Jun-14,bottled water,2,41809
1999,02-Apr-14,brown bread,0.8,41731
2490,27-Mar-14,shopping bags,0.8,41725
1991,23-Dec-14,bottled beer,30,41996
4156,03-Apr-14,hygiene articles,4,41732
1215,28-Apr-14,sauces,4.5,41757
1612,26-Nov-14,frozen meals,5,41969
3495,18-Feb-14,fruit/vegetable juice,10,41688
3749,29-Apr-14,canned beer,3.5,41758
1514,26-Feb-14,bottled water,2,41696
2892,20-Nov-14,soda,6,41963
4562,26-May-14,female sanitary products,5,41785
2568,21-Nov-14,hard cheese,14,41964
2750,11-Jan-14,waffles,6,41650
4348,11-Feb-14,salty snack,5,41681
4241,22-Sep-14,popcorn,5,41904
2707,30-Oct-14,margarine,5,41942
4441,15-Feb-14,butter,1.5,41685
1646,21-Jul-14,shopping bags,0.8,41841
4427,08-Dec-14,soda,6,41981
3764,26-May-14,sugar,15,41785
4680,23-Jan-14,white wine,35,41662
2155,17-Aug-14,candles,6,41868
4510,01-Nov-14,whole milk,2,41944
3400,10-Jul-14,bottled water,2,41830
3975,29-Apr-14,soda,6,41758
3775,10-Nov-14,newspapers,2,41953
4893,10-Feb-14,sliced cheese,4,41680
1870,07-Dec-14,brown bread,0.8,41980
1384,22-Feb-14,soda,6,41692
4357,07-Sep-14,whole milk,2,41889
2035,01-Jul-14,rice,0.59,41821
1715,08-Dec-14,margarine,5,41981
4557,14-Jul-14,napkins,5,41834
4235,18-Sep-14,soda,6,41900
4041,25-Apr-14,canned fish,6,41754
3937,08-Oct-14,UHT-milk,8,41920
4577,22-Jun-14,napkins,5,41812
1561,02-Apr-14,white bread,0.4,41731
4720,10-Jan-14,chocolate,5,41649
1863,01-Jun-14,seasonal products,14,41791
3862,24-Mar-14,artif. sweetener,20,41722
1838,05-Aug-14,canned beer,3.5,41856
4694,21-Mar-14,newspapers,2,41719
3468,21-Jan-14,butter,1.5,41660
4872,24-Oct-14,shopping bags,0.8,41936
4626,23-Mar-14,canned beer,3.5,41721
2278,10-Nov-14,soda,6,41953
4758,15-Nov-14,fruit/vegetable juice,10,41958
3003,08-May-14,whole milk,2,41767
4683,26-Sep-14,curd cheese,7,41908
1229,26-Jul-14,mustard,8,41846
2927,11-Dec-14,jam,8,41984
3341,06-Oct-14,brown bread,0.8,41918
2215,02-Feb-14,curd,3,41672
1711,09-May-14,newspapers,2,41768
3491,21-Jun-14,detergent,10,41811
3505,18-Mar-14,meat spreads,14,41716
4669,14-Mar-14,whole milk,2,41712
2557,29-Jan-14,bottled water,2,41668
4283,04-Apr-14,candy,10,41733
4679,18-Sep-14,whipped/sour cream,7,41900
2651,08-Jan-14,dishes,6,41647
4071,26-Jun-14,shopping bags,0.8,41816
2587,11-Dec-14,fruit/vegetable juice,10,41984
4091,30-Jun-14,meat spreads,14,41820
3002,12-Dec-14,hygiene articles,4,41985
2035,10-Aug-14,white bread,0.4,41861
2772,05-Aug-14,frozen meals,5,41856
3431,31-Jul-14,canned fish,6,41851
2166,14-Jul-14,canned fish,6,41834
4688,07-Jul-14,fruit/vegetable juice,10,41827
1585,16-Oct-14,fruit/vegetable juice,10,41928
1308,21-Aug-14,white wine,35,41872
4190,30-Sep-14,domestic eggs,4,41912
3611,21-Sep-14,cake bar,10,41903
3933,02-Dec-14,hard cheese,14,41975
3877,06-Feb-14,soda,6,41676
4787,27-Aug-14,fruit/vegetable juice,10,41878
2063,02-Jun-14,brandy,30,41792
1940,09-Feb-14,yogurt,1.65,41679
2993,16-Aug-14,chewing gum,2,41867
2316,18-Feb-14,shopping bags,0.8,41688
2175,16-Aug-14,male cosmetics,20,41867
4445,23-May-14,flower (seeds),17,41782
3812,04-Apr-14,cereals,9,41733
4577,29-May-14,frozen meals,5,41788
3248,13-Aug-14,other vegetables,5,41864
4821,12-Dec-14,rolls/buns,1,41985
2835,28-Jan-14,domestic eggs,4,41667
1998,10-Feb-14,candles,6,41680
3080,15-Feb-14,yogurt,1.65,41685
3864,26-Dec-14,long life bakery product,6,41999
1410,06-Jul-14,kitchen towels,4,41826
4037,26-Dec-14,ice cream,15,41999
1696,17-Jun-14,cream cheese ,18,41807
3678,07-Jul-14,pasta,10,41827
2644,05-May-14,misc. beverages,20,41764
1786,23-Apr-14,specialty bar,3,41752
2357,27-Nov-14,fruit/vegetable juice,10,41970
4478,20-Jun-14,roll products ,8,41810
4294,17-Dec-14,butter milk,1.65,41990
1908,23-Jan-14,sauces,4.5,41662
4800,11-Mar-14,long life bakery product,6,41709
4265,08-Mar-14,bottled water,2,41706
4735,23-May-14,sliced cheese,4,41782
1290,18-Feb-14,rice,0.59,41688
3633,13-Jun-14,soda,6,41803
4992,24-Feb-14,margarine,5,41694
1069,18-Dec-14,salt,2,41991
1563,27-Apr-14,long life bakery product,6,41756
4146,11-Apr-14,root vegetables,7,41740
4745,20-Aug-14,soft cheese,8,41871
2138,01-Apr-14,seasonal products,14,41730
3207,24-Apr-14,yogurt,1.65,41753
2672,22-May-14,soda,6,41781
1087,19-Jun-14,specialty chocolate,20,41809
2259,01-Jun-14,processed cheese,12,41791
2597,04-Feb-14,fruit/vegetable juice,10,41674
2713,28-Sep-14,long life bakery product,6,41910
3389,30-Jun-14,chocolate,5,41820
4853,23-Jul-14,chocolate,5,41843
4788,28-Jul-14,whole milk,2,41848
2957,26-Feb-14,fruit/vegetable juice,10,41696
4134,30-Sep-14,whole milk,2,41912
3773,11-Sep-14,frozen fish,15,41893
4309,13-Apr-14,waffles,6,41742
4959,18-Oct-14,rolls/buns,1,41930
1895,13-Feb-14,soups,7,41683
1824,28-Mar-14,chocolate,5,41726
4504,02-Mar-14,seasonal products,14,41700
4109,23-Apr-14,margarine,5,41752
3549,14-Mar-14,yogurt,1.65,41712
1293,16-Aug-14,canned beer,3.5,41867
2006,26-Oct-14,pot plants,2,41938
2918,27-May-14,rolls/buns,1,41786
4250,25-Oct-14,shopping bags,0.8,41937
1146,30-Jan-14,curd,3,41669
1173,07-Aug-14,specialty bar,3,41858
4324,29-Oct-14,butter milk,1.65,41941
3397,28-Oct-14,whipped/sour cream,7,41940
4990,15-Apr-14,cream cheese ,18,41744
2548,28-May-14,waffles,6,41787
4433,31-Oct-14,bottled water,2,41943
2912,08-Nov-14,newspapers,2,41951
3661,04-Mar-14,pastry,5,41702
3402,08-Jan-14,newspapers,2,41647
4650,28-May-14,pastry,5,41787
4890,08-Nov-14,fruit/vegetable juice,10,41951
1748,14-Aug-14,rolls/buns,1,41865
4606,30-May-14,long life bakery product,6,41789
3079,13-Apr-14,mustard,8,41742
3903,07-Apr-14,baking powder,3,41736
4221,04-May-14,dish cleaner,8,41763
1066,12-Jun-14,oil,5,41802
4762,28-Mar-14,rolls/buns,1,41726
4955,10-Dec-14,processed cheese,12,41983
1416,15-Aug-14,cream cheese ,18,41866
4761,23-May-14,frozen fish,15,41782
3956,07-Aug-14,margarine,5,41858
4125,21-Sep-14,pastry,5,41903
3470,22-Nov-14,flower (seeds),17,41965
1899,09-Dec-14,dessert,10,41982
2241,22-Jan-14,butter,1.5,41661
2449,07-Aug-14,newspapers,2,41858
3618,22-Jul-14,brown bread,0.8,41842
1510,24-Dec-14,domestic eggs,4,41997
2804,21-Mar-14,fruit/vegetable juice,10,41719
3769,16-Feb-14,pickled vegetables,14,41686
4435,06-Dec-14,salty snack,5,41979
1641,11-Aug-14,bottled beer,30,41862
1798,15-Dec-14,pastry,5,41988
4623,09-Jan-14,newspapers,2,41648
2496,24-Jun-14,soda,6,41814
4112,14-Oct-14,whipped/sour cream,7,41926
1617,07-Feb-14,sauces,4.5,41677
2849,28-Aug-14,bottled water,2,41879
2426,19-Aug-14,bottled water,2,41870
1895,23-Nov-14,soft cheese,8,41966
2118,16-Jan-14,butter milk,1.65,41655
4590,19-Aug-14,candy,10,41870
1851,11-Aug-14,flour,20,41862
1186,17-Apr-14,soda,6,41746
2656,19-Oct-14,pot plants,2,41931
3563,14-Aug-14,newspapers,2,41865
3989,26-Apr-14,ready soups,7,41755
1393,26-Aug-14,pastry,5,41877
1706,02-Apr-14,yogurt,1.65,41731
2111,12-Nov-14,shopping bags,0.8,41955
3593,06-Apr-14,chocolate,5,41735
4255,29-Sep-14,yogurt,1.65,41911
4089,18-Mar-14,dessert,10,41716
3861,12-Feb-14,whipped/sour cream,7,41682
1358,16-Oct-14,whipped/sour cream,7,41928
3016,21-Apr-14,whipped/sour cream,7,41750
4563,28-Jan-14,frozen fish,15,41667
1074,29-Jan-14,detergent,10,41668
4933,01-Feb-14,hard cheese,14,41671
4096,23-May-14,pasta,10,41782
2087,29-Jun-14,whole milk,2,41819
2766,27-May-14,candles,6,41786
2236,22-Apr-14,shopping bags,0.8,41751
1651,04-Feb-14,hygiene articles,4,41674
